,location,food,price,time,vegan,vegetarian,gluten,dairy,eggs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
,Vail Commons,Drinks: Water,-1,B;L;D,Y,Y,N,N,N,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Drinks: Gatorade,-1,B;L;D,Y,Y,N,N,N,gatorade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Drinks: Coffee,-1,B;L;D,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Drinks: Teas,-1,B;L;D,Y,Y,N,N,N,variety of tea flavors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Deli: Sliced Turkey,-1,L;D,N,N,N,N,N,turkey breast meat,turkey broth,contains 2% or less salt,modified food starch,sugar,vinegar,carrageenan,sodium phosphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Deli: Sliced Ham,-1,L;D,N,N,N,N,N,cured ham,water,dextrose,distilled vinegar,contains 2 or less: salt,potassium chloride,sodium phosphate,sodium erythorbate,sodium nitrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Deli:Creamy Chicken Salad,-1,L;D,N,N,Y,Y,Y,cooked seasoned chicken (chicken dark meat,chicken light meat,water,less than 2% whey protein concentrate [milk],salt),dressing (mayonnaise [soybean oil,egg yolks,vinegar,salt],sugar,preservative blend [water,maltodextrin,cultured dextrose,potassium sorbate,sodium benzoate,sodium diacetate,xanthan gum,sodium chloride,egg white lysozyme,nisin preparation],dehydrated onion,phosphoric acid,modified corn starch,spice,salt,chicken base [chicken including natural chicken juices,chicken fat,autolyzed yeast extract,maltodextrin ,dried whey ,natural flavoring,turmeric],dill),celery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Deli: Tuna Salad,-1,L;D,N,N,Y,N,Y,tuna (tuna fish,water,vegetable broth [contains soy],salt),mayonnaise (soybean oil,egg yolks,vinegar,celery,sugar,breadcrumbs (bleached wheat flour,yeast,sweet pickle relish (cucumbers,distilled vinegar,salt,contains less than 2% of: mustard seed,xanthan gum,calcium chloride,celery seed,dehydrated red bell pepper,natural flavoring,turmeric,minced onion),lemon juice concentrate,dehydrated onion,modified corn starch,black pepper,clam broth (clam broth [dehydrated],maltodextrin),sodium benzoate (preservative),potassium sorbate (preservative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Deli: Flour Tortilla 12inch,-1,L;D,Y,Y,Y,N,N,enriched unbleached flour wheat flour,niacin,reduced iron,thiamine mononitrate,riboflavin and folic acid,water,vegetable shortening contains one or more of the following: palm oil and/or corn oil,contains 2 or less of the following: salt,aluminum-free leavening sodium acid pyrophosphate,sodium bicarbonate,corn starch,monocalcium phosphate,wheat protein,preservatives calcium propionate,sorbic acid,dough conditioner fumaric acid,xanthan gum,mono- and diglycerides,sodium metabisulphite. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Deli: Spinach Tortilla 12inch,-1,L;D,Y,Y,Y,N,N,enriched wheat flour (wheat flour,niacin,reduced iron,thiamine mononitrate,riboflavin,folic acid),water,palm oil,contains 2% or less of: tortilla mix (salt,vital wheat gluten,leavening [sodium bicarbonate,sodium aluminum sulfate,sodium aluminum phosphate],preservative [calcium propionate],dextrose,dough conditioners [monoglycerides,mono- and diglycerides,enzymes and sodium metabisulfite],fumaric acid,guar gum and sorbic acid),spinach blend (spinach powder,fdc blue #1 and fdc yellow #5) and herb blend (garlic,onion,herbs,parsley,basil,red and green bell pepper and spice extractive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Deli: Whole Wheat Tortilla 12inch,-1,L;D,Y,Y,Y,N,N,whole wheat flour,water,palm oil,contains 2% or less of: tortilla mix (salt,vital wheat gluten,leavening [sodium bicarbonate,sodium aluminum sulfate,sodium aluminum phosphate],preservative [calcium propionate],dextrose,dough conditioners [monoglycerides,mono- and diglycerides,enzymes and sodium metabisulfite],fumaric acid,guar gum and sorbic acid),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Deli: White Bread Slice,-1,L;D,Y,Y,Y,N,N,high gluten flour,water,vegetable soybean oil,dextrose,sugar,mono and diglycerides,corn starch,defatted soy flour and2% or less of each of the following potassium bromate,ascorbic acid( vit c) lcysteine,hydrochloride,enzymes) yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Deli: Pita Bread,-1,L;D,Y,Y,Y,N,N,unbleached unbromated enriched flour {niacin b-complex vitamin,thiamine b1 vitamin,reduced iron,riboflavin b2 vitamin,folic acid},water and soybean oil. contains 2 or less of each of the following ingredients: calcium propionate a preservative,corn syrup solids,fumaric acid,guar gum,vegetable oil,salt,sesame flour,sodium bicarbonate,sorbic acid a preservative,soy flour,sugar,vegetable mono and diglycerides,vegetable l cysteine,wheat enzymes,whole wheat flour and yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Deli: Multigrain Sliced Bread,-1,L;D,Y,Y,Y,N,N,water,wheat mix (whole wheat flour,enriched wheat flour (wheat flour,niacin,reduced iron,thiamine mononitrate,riboflavin,folic acid),dextrose,soybean oil,wheat gluten,salt and 2% or less of each of the following: defatted soy flour,calcium stearoyl lactylate (csl),diacetyl tartaric acid esters of monodiglycerides (datem),potassium iodate,ascorbic acid (vitamin c),enzymes (contains wheat),lcysteine hydrochloride),flour ,wheat flour,vegetable soybean oil,grains mix (water,high fructose corn syrup,oat flakes,sunflower seeds,millet,flaxseed and 2% of less of each of the following: cracked wheat,sea salt,lactic acid,natural flavor (contains wheat)),yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Deli: Leaf Lettuce,-1,L;D,Y,Y,N,N,N,lettuce - romaine - chopped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Deli: Red Onions,-1,L;D,Y,Y,N,N,N,onion,red (red onion),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Deli: Sliced Tomatoes,-1,L;D,Y,Y,N,N,N,tomato - roma - sliced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Deli: Chickpea Hummus,-1,L;D,Y,Y,N,N,N,beans - garbanzo - canned,sesame tahini paste (sesame),juice - lemon,chopped garlic (garlic,water,and citric acid),parsley - curly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Artisan Flats: Stonefire Flat Bread,-1,L;D,N,Y,Y,T,T,enriched wheat flour wheat flour,niacin,reduced iron,ascorbic acid added as dough conditioner,thiamine mononitrate,riboflavin,enzyme,folic acid,water,soybean and/or canola oil,cultured wheat flour,salt,sugar,dried sourdough wheat flour,rye flour,yeast,ascorbic acid,amylase,xylanase,vegetable mono- and diglycerides,inactive yeast,extra virgin olive oil,durum wheat semolina. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Artisan Flats: Pineapple Chunks,-1,L;D,Y,Y,N,N,N,pineapple - canned - tidbits - in juice (pineapple,pineapple juice and citric acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Artisan Flats: Red Onions,-1,L;D,Y,Y,N,N,N,red onion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Artisan Flats: Red & Green Pepper,-1,L;D,Y,Y,N,N,N,pepper,green,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Artisan Flats: Pulled Chicken,-1,L;D,N,N,N,N,N,boneless,skinless dark and white chicken,water,contains 2 or less of the following: maltodextrin,natural flavors,rice starch,vinegar,yeast extract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Artisan Flats: Banana Peppers,-1,L;D,Y,Y,N,N,N,sliced banana peppers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Artisan Flats: Pepperoni,-1,L;D,N,N,N,N,N,pork and beef,salt,spices,dextrose,lactic acid starter culture,oleoresin of paprika,flavoring,sodium nitrite,bha,bht,citric acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Artisan Flats: Mozzarella Cheese,-1,L;D,Y,N,N,Y,N,low moisture mozzarella cheese (pasteurized milk,cheese cultures,salt,enzymes),potato starch,corn starch and powdered cellulose (to prevent caking),natamycin (a natural mold inhibitor),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Artisan Flats: Pizza Sauce,-1,L;D,Y,Y,N,N,N,tomato puree water,tomato paste,less than 2 of: salt,dried onions,extra virgin olive oil,crushed garlic,dried basil,black pepper,dried oregano,citric acid. naturally derived,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Artisan Flats: Vegan Sausage Crumbles,-1,L;D,Y,Y,Y,N,N,water,canola oil,textured pea protein (pea protein,pea fiber),sustainable palm oil,wheat gluten,contains 2% or less of: fennel seeds,parsley,marjoram,oregano,black pepper,spices,salt,methylcellulose,sugar,yeast extract,natural flavors,onion*,tomato*,garlic*,vegetable juice (color),paprika (color),rosemary extract. * dehydrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Artisan Flats: Diced Ham,-1,L;D,N,N,N,N,N,diced ham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Artisan Flats: Kens BBQ Sauce,-1,L;D,Y,Y,N,N,N,water,distilled vinegar,high fructose corn syrup,tomato paste,sugar,salt,modified potato starch,contains less than 2 of mustard seed,natural smoke flavor,paprika,caramel color,spice,garlic,sodium benzoate preservative,mustard flour,onion,oleoresin paprika color,chili powder chili pepper,garlic. dried,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Artisan Flats: Basil Pesto w/o Nuts,-1,L;D,N,Y,N,Y,N,basil,soy oil,pecorino romano cheese (pasteurized sheep''s milk,cultures,enzymes,salt,corn starch and powdered cellulose),water,olive oil,parmesan cheese (pasteurized part-skim cow''s milk,cheese cultures,powdered cellulose),minced garlic,salt and black pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Artisan Flats: Sliced Mushrooms,-1,L;D,Y,Y,N,N,N, mushroom sliced 1/4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Cage Free Hard Boiled Egg,-1,L;D,N,Y,Y,N,Y,eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Baby Carrots,-1,L;D,Y,Y,N,N,N,baby carrots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Broccoli Florets ,-1,L;D,Y,Y,N,N,N,fresh broccoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Tuscan Roasted Cauliflower,-1,L;D,Y,Y,N,N,N,cauliflower - florets,oil - olive - extra virgin,garlic - granulated,salt - kosher (morton coarse),basil - dried,crushed red pepper flakes,fennel seed - whole,oregano - dried,marjoram - dried - whole leaf,rosemary - dried,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Sliced Apples,-1,L;D,Y,Y,N,N,N,apple-gala sliced (apple),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Pineapple Chunks,-1,L;D,Y,Y,N,N,N,pineapple - canned - tidbits - in juice (pineapple,pineapple juice and citric acid.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Spring Mix Lettuce,-1,L;D,Y,Y,N,N,N,lettuce,spring mix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Red Onions,-1,L;D,Y,Y,N,N,N,onion,red (red onion),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Cucumber,-1,L;D,Y,Y,N,N,N,cucumber - sliced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Red & Green Pepper,-1,L;D,Y,Y,N,N,N,pepper,green,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Whole Pepperoncini ,-1,L;D,Y,Y,N,N,N,pepperoncini,water,distilled vinegar,salt,citric acid,sodium metabisulfite (as a preservative),sodium benzoate (to preserve color),turmeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Feta Cheese Crumbles,-1,L;D,N,Y,N,N,Y,feta cheese (cultured pasteurized part-skim milk,salt,enzymes),potato starch and powdered cellulose added to prevent caking,natamycin added to maintain freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Chopped Romaine Lettuce,-1,L;D,Y,Y,N,N,N,lettuce - romaine - chopped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Fresh Spinach,-1,L;D,Y,Y,N,N,N,baby spinach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Shredded Carrots,-1,L;D,Y,Y,N,N,N,matchsticks carrot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Grape Tomatoes,-1,L;D,Y,Y,N,N,N,grape tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Cantaloupe,-1,L;D,Y,Y,N,N,N,melon - cantaloupe - cubed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Honey Dew Melon,-1,L;D,Y,Y,N,N,N,melon - honeydew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Sliced Mushrooms ,-1,L;D,Y,Y,N,N,N,mushrooms - crimini - sliced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Grilled Chicken ,-1,L;D,N,N,N,N,N,chicken - breast - bnls/skls 4 oz,dressing - italian (ingredients: water,vinegar,soybean oil,sugar,salt,contains less than 2% of garlic*,xanthan gum,spice,onions*,red bell peppers*,paprika,beta-carotene (color),potassium sorbate and calcium disodium edta (to protect flavor) *dried,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Grilled Salmon ,-1,L;D,N,N,N,N,N,salmon fillet 4 oz,pink and/or keta salmon,water,sea salt,sugar,sodium phosphate,dehydrated garlic and onion,spices,paprika,xanthan gum,natural flavors,spice extractives. contains fish pink and/or keta salmon,oil - olive - extra virgin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Diced Ham ,-1,L;D,N,N,N,N,N,deli ham cured with: water,dextrose,distilled vinegar,contains 2 or less: salt,potassium chloride,sodium phosphate,sodium erythorbate,sodium nitrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Pickled Red Cabbage,-1,L;D,Y,Y,N,N,N,shredded red cabbage,water,vinegar - rice wine (rice wine vinegar diluted with water to 4.5 acidity,sugar,salt,potassium metabisulfite preservative,caramel color. contains sulfites.),salt - kosher (morton coarse),sugar - granulated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Ranch Dressing,-1,L;D,Y,N,N,Y,Y,buttermilk (cultured nonfat milk,cornstarch,salt,vitamin a palmitate,vitamin d3.) (dairy),mayonnaise (soybean oil,distilled vinegar,egg yolk,high fructose corn syrup,contains less than 2 of salt,water,mustard seed,calcium disodium edta to protect flavor. contains egg) (eggs,soy),buttermilk ranch (salt,monosodium glutamate,maltodextrin,dehydrated parsley,garlic powder,onion powder,canola oil,carrageenan,buttermilk product,turmeric (color),with not more than 2% calcium stearate added as an anti-caking agent. contains milk.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Honey Mustard Dressing,-1,L;D,Y,N,N,N,Y,mayonnaise (soybean oil,distilled vinegar,egg yolk,high fructose corn syrup,contains less than 2 of salt,water,mustard seed,calcium disodium edta to protect flavor. contains egg) (eggs,soy),honey,canola oil (canola oil with tbhq to help protect flavor. dimethylpolysiloxane,an antifoaming agent,added),sauce - mustard-yellow,vinegar - distilled - 5%,onion powder,cayenne pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Marinated Mozzarella Balls,-1,L;D,Y,N,N,Y,N,cheese - mozzarella - fresh - cilingine (pasteurized milk,vinegar,salt,enzymes. contains: milk.) (dairy),oil - olive,basil - fresh,salt - kosher (morton coarse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Pickled Red Onions,-1,L;D,Y,Y,N,N,N,pickled red onions (red onions,vinegar,water,apple cider vinegar,sugar,salt,calcium chloride,sodium benzoate (preservative),organic fruit and vegetable juice (color)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Pickled Giardiniera ,-1,L;D,Y,Y,N,N,N,water,cauliflower,cucumbers,carrots,celery,vinegar,salt,red peppers,onions,calcium chloride,sodium benzoate (preservatives),sodium metabulsifite (preservative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Salad Bar: Cottage Cheese ,-1,L;D,N,Y,N,Y,N,cultured nonfat milk,milk,nonfat milk,contains less than 2% of: whey (milk),salt,maltodextrin,guar gum,citric acid,carrageenan,mono and diglycerides,locust bean gum,natural flavor,potassium sorbate and carbon dioxide (to protect freshness),vitamin a palmitate,enzyme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Yogurt Bar: Strawberry Greek Yogurt ,-1,L;D,N,Y,N,Y,N,cultured nonfat milk,cane sugar,strawberries,water,natural flavors,fruit pectin,locust bean gum,fruit and vegetable juice concentrate for color,guar gum,lemon juice concentrate.6 live and active cultures: s. thermophilus,l. bulgaricus,l. acidophilus,bifidus,l. casei,and l. rhamnosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Yogurt Bar: Vanilla Greek Yogurt ,-1,L;D,N,Y,N,Y,N,cultured nonfat milk,cane sugar,water,fruit pectin,natural flavors,guar gum,lemon juice concentrate,vanilla extract.6 live and active cultures: s. thermophilus,l. bulgaricus,l. acidophilus,bifidus,l. casei,and l. rhamnosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Yogurt Bar: Plain Greek Yogurt ,-1,L;D,N,Y,N,Y,N,cultured milk.6 live and active cultures: s. thermophilus,l. bulgaricus,l. acidophilus,bifidus,l. casei,and l. rhamnosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Yogurt Bar: Oat n Honey Granola ,-1,L;D,Y,Y,N,N,N,oats,honey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Yogurt Bar: Chocolate Chips ,-1,L;D,N,Y,N,Y,N,sugar,chocolate,cocoa buter,milkfat,soy lecithein,natural flavors,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Yogurt Bar: Craisins ,-1,L;D,Y,Y,N,N,N,dried cranberries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Yogurt Bar: Rainbow Sprinkles,-1,L;D,Y,Y,N,N,N,rainbow colored sprinkles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Yogurt Bar: Pineapple Tidbits,-1,L;D,Y,Y,N,N,N,pineapple - canned - tidbits - in juice (pineapple,pineapple juice and citric acid.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Yogurt Bar: Mango Cubes ,-1,L;D,Y,Y,N,N,N,mango cube 3/8 frozen (mango),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
